Código de ubicación	Ub Fisica	ZonaG	AnaquelG	Columna	Nivel	Número de artículo	Codigo GET	EMPRESA	AlmacenG	Codigo Barra	Descripción del artículo	Nombre de grupo	Unidad de medida de inventario	Ferreteria	Cantidad en almacén	CUUSD	CU SOL
240-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008020	13-1057	SUF	240	KT05440	TANK-ASSY-COOLANT	FRIO	PIEZA		1	46.4549180327868852459016393442623	158.69
240-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008082	42-916	SUF	240	KT03093	GLOW PLUG	FRIO	PIEZA		1	32.01697892271662763466042154566745	109.37
240-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008090	13-2269	SUF	240	KT02197	PUMP WATER TK270 370/74 (ANTES 13-948)	FRIO	PIEZA		1	96.020199063231850117096018735363	328.005
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008125	ZA00275	SP	210	TERMINAL	TERMINAL DE COBRE 35 AMP	ELECTRONICA NAVAL	PIE		18	0.869613583138173302107728337236534	2.9706
240-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008199	41-8737	SUF	240	KT03065	SWITCH ROCKER	FRIO	PIEZA		2	26.83108899297423887587822014051522	91.655
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008236	ZA00270	SP	210	TERMINAL	TERMINAL DE COBRE 70A	ELECTRONICA NAVAL	PIE		16	1.179566744730679156908665105386417	4.0294
240-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008236	70A	SUF	240	ZA00270	TERMINAL DE COBRE 70A	FRIO	PIEZA		12	0.872306791569086651053864168618267	2.9798
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008292	CH5048/60/5.2	SP	210	CH-SONAR PARTS	SOUNDOME  FOR CH500	ELECTRONICA NAVAL	UNIDAD		1	4565.844555035128805620608899297424	15596.925
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008296	BLSHAFT13	SP	210	CH-SONAR PARTS	STAINLESS STEEL SOUNDOME SHAFT 3.8M	ELECTRONICA NAVAL	PIEZA		2	950.9250585480093676814988290398126	3248.36
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008304	CSH5LMK2_V1	SP	210	CSH-SONAR	SONAR FURUNO MODELO CSH5LMK2 BB CON: EJE + PARLANTE	ELECTRONICA NAVAL	UNIDAD		1	50778.98419203747072599531615925059	173461.01
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008308	001-077-230-10	SP	210	CSH-SONAR RPTOS_CBL	RGB 5M VIDEO CABLE	ELECTRONICA NAVAL	UNIDAD		1	108.1645199063231850117096018735363	369.49
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008309	006-976-590	SP	210	CSH-SONAR RPTOS_CBL	CABLE ASSEMBLY, DISPLAY/PROCESSOR TO TRANSCEIVER (S10-6-30), 30M	ELECTRONICA NAVAL	UNIDAD		1	903.3401639344262295081967213114754	3085.81
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008314	CSH5130A-5L/55	SP	210	CSH-SONAR PARTS	TRANSCEIVER UNIT FOR CSH5LMK2 FURUNO MOD. CSH5130A-5L/55	ELECTRONICA NAVAL	UNIDAD		1	13395.11709601873536299765807962529	45757.72
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008316	CSH5SHAFT/4	SP	210	CSH-SONAR PARTS	STAINLESS STEEL SOUNDOME SHAFT 4M	ELECTRONICA NAVAL	PIEZA		1	2249.75995316159250585480093676815	7685.18
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008317	MS100	SP	210	CSH-SONAR PARTS	MOTION SENSOR FURUNO MOD. MS100	ELECTRONICA NAVAL	PIEZA		1	1098.755854800936768149882903981265	3753.35
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008318	CSH5XDR/556	SP	210	CSH-SONAR PARTS	SOUNDOME FOR CSH5LMK2	ELECTRONICA NAVAL	PIEZA		1	20718.84464285714285714285714285714	70775.5733
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008319	TR2451	SP	210	CSH-SONAR PARTS	DC TO AC POWER INVERTER FURUNO MOD. TR2451	ELECTRONICA NAVAL	UNIDAD		1	3524.689695550351288056206088992974	12040.34
106-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008327	JH 19T27 MMD_V1	SP	106	MONITOR	MONITOR MARINO HATTELAND MOD. JH 19T27 MMD C/BRACKET	ELECTRONICA NAVAL	EQUIPO		1	2972.282611241217798594847775175644	10153.3174
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008329	1815	SP	210	RADAR	RADAR FURUNO MODELO 1815	ELECTRONICA NAVAL	UNIDAD		1	2029.65	6933.2844
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008333	001-240-520-00	SP	210	CSH-SONAR RPTOS_CBL	LAN CABLE 20M FR-FTPC-CY DRU'S	ELECTRONICA NAVAL	UNIDAD		1	188.9871194379391100702576112412178	645.58
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008338	000-157-247-11	SP	210	CSH-SONAR RPTOS	CRIMP-ON LUG FV2-4 BLU	ELECTRONICA NAVAL	UNIDAD		3	0.7543032786885245901639344262295082	2.5767
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008344	CH5048L/5.2	SP	210	CH-SONAR PARTS	CH600 SOUNDOME 60/153 5.2M CBL	ELECTRONICA NAVAL	UNIDAD		1	5602.772248243559718969555035128806	19139.07
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008392	FAR1513_V10	SP	210	RADAR	RADAR FURUNO MOD. FAR1513 CON ANTENA DE 4' + CBL 20M + LCD 19	ELECTRONICA NAVAL	EQUIPO		1	10257.87470725995316159250585480094	35040.9
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008399	001-078-410	SP	210	RADAR_RPTOS_CBL	CABLE 30M RW9600 14C FOR FAR2XX7	ELECTRONICA NAVAL	PIEZA		2	664.072014051522248243559718969555	2268.47
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008414	520-5MSD	SP	210	ECOSONDA_XDCR	XDCR 50/200KHZ T/H BRZ 10P FURUNO MOD. 520-5MSD	ELECTRONICA NAVAL	UNIDAD		4	252.5146370023419203747072599531616	862.59
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008419	CA50/200-1T	SP	210	ECOSONDA_XDCR	TRANSDUCER 50/200 1KW 50/200KHZ RUBR MOD. CA50/200-1T	ELECTRONICA NAVAL	PIEZA		4	789.3218091334894613583138173302108	2696.3233
212-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008419	CA50/200-1T	SP	212	ECOSONDA_XDCR	TRANSDUCER 50/200 1KW 50/200KHZ RUBR MOD. CA50/200-1T	ELECTRONICA NAVAL	PIEZA		2	789.3218091334894613583138173302108	2696.3233
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008420	MB1100	SP	210	ECOSONDA_PARTS	XDCR MATCH BOX 1M CBL 10P FURUNO MOD. MB1100	ELECTRONICA NAVAL	UNIDAD		1	307.2472775175644028103044496487119	1049.5567
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008421	000-156-405	SP	210	ECOSONDA_RPTOS_CBL	POWER CABLE ASSY FCV588/628	ELECTRONICA NAVAL	UNIDAD		1	76.74473067915690866510538641686183	262.16
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008442	FS2575	SP	210	RADIO	RADIO FURUNO MOD. FS2575	ELECTRONICA NAVAL	UNIDAD		1	7316.115339578454332552693208430913	24991.85
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008445	RD33	SP	210	UNID. PRESENT.	UNIDAD DE PRESENTACION LCD FURUNO MOD. RD33	ELECTRONICA NAVAL	UNIDAD		4	521.6280444964871194379391100702576	1781.8814
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008454	AIR-339-101	SP	210	GPS_RPTOS_CBL	15M CBL NMEA0183 FOR PB150/GP330	ELECTRONICA NAVAL	PIEZA		4	93.14841920374707259953161592505855	318.195
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008456	GP1871F_v1	SP	210	GPS	GPS/WAAS FURUNO MOD. GP1871F MULTI-TOUCH CON CARTA	ELECTRONICA NAVAL	UNIDAD		3	941.5056498829039812646370023419204	3216.1833
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008459	GP1971F_v1	SP	210	GPS	GPS/WAAS FURUNO MOD. GP1971F MULTI-TOUCH CON CARTA	ELECTRONICA NAVAL	UNIDAD		2	1251.233606557377049180327868852459	4274.214
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008465	FAP6112	SP	210	AUTOPILOTO_PARTS	RUDDER REFERENCE UNIT FOR NAVPILOT MOD. FAP6112	ELECTRONICA NAVAL	UNIDAD		1	269.3911007025761124121779859484778	920.24
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008474	LH5000	SP	210	INTERCOM	INTERCOMUNICADOR FURUNO MOD. LH5000	ELECTRONICA NAVAL	EQUIPO		2	749.4152517564402810304449648711944	2560.0025
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008478	GPA017	SP	210	GPS_ANTENA	GPS ANTENNA FURUNO MOD. GPA017	ELECTRONICA NAVAL	PIEZA		3	99.93767564402810304449648711943794	341.3871
212-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008478	GPA017	SP	212	GPS_ANTENA	GPS ANTENNA FURUNO MOD. GPA017	ELECTRONICA NAVAL	PIEZA		2	99.93767564402810304449648711943794	341.3871
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008480	001-428-240-00	SP	210	GPS_RPTOS	LITHIUM BATTERY CR2450 FOR GPS	ELECTRONICA NAVAL	PIEZA		5	92.50117096018735362997658079625293	315.984
212-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008480	001-428-240-00	SP	212	GPS_RPTOS	LITHIUM BATTERY CR2450 FOR GPS	ELECTRONICA NAVAL	PIEZA		1	92.50117096018735362997658079625293	315.984
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008486	AIR-033-270	SP	210	ECOSONDA_RPTOS_CBL	XDCR Y CBL 10P(F)-10P(M)&6P(M) (02S4147)	ELECTRONICA NAVAL	PIEZA		1	60.33665105386416861826697892271663	206.11
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008494	000-159-686	SP	210	GPS_RPTOS_CBL	POWER & DATA CABLE GP32 GP37	ELECTRONICA NAVAL	UNIDAD		1	31.08899297423887587822014051522248	106.2
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008498	001-533-080-00	SP	210	CABLE	CBL NMEA2K MICRO 6M DBL-END	ELECTRONICA NAVAL	PIEZA		3	57.97845433255269320843091334894614	198.0544
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008507	AIR-335-661	SP	210	CABLE	NMEA2K PWR CBL 8M POWER TEE	ELECTRONICA NAVAL	PIEZA		2	74.5725995316159250585480093676815	254.74
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008509	AIR-335-791	SP	210	GPS_RPTOS_CBL	NMEA2K TERMINATOR MICRO MALE	ELECTRONICA NAVAL	PIEZA		3	13.44751170960187353629976580796253	45.9367
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008510	AIR-052-531	SP	210	GPS_RPTOS_CBL	NMEA2K TCONN FEMALE/FEMALE/MALE	ELECTRONICA NAVAL	PIEZA		2	35.53278688524590163934426229508197	121.38
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008511	000-166-871	SP	210	CSH-SONAR RPTOS	CKT BREAKER CSH5 HOIST ASSY	ELECTRONICA NAVAL	UNIDAD		14	40.59616510538641686182669789227166	138.6765
212-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008511	000-166-871	SP	212	CSH-SONAR RPTOS	CKT BREAKER CSH5 HOIST ASSY	ELECTRONICA NAVAL	UNIDAD		1	40.59616510538641686182669789227166	138.6765
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008512	000-166-872	SP	210	CH-SONAR RPTOS	CKT PROTECTOR 5A CH250 24V	ELECTRONICA NAVAL	UNIDAD		1	51.51835480093676814988290398126464	175.9867
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008514	001-073-270-00	SP	210	CSH-SONAR RPTOS	MOTOR/DC DM82D16D-1 CSH5LBB (TD3385G100)	ELECTRONICA NAVAL	UNIDAD		1	2305.31615925058548009367681498829	7874.96
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008516	001-208-540-00	SP	210	CSH-SONAR RPTOS	SPEAKER/EXTERNAL TYPE SEM-21Q	ELECTRONICA NAVAL	UNIDAD		3	83.82142857142857142857142857142857	286.334
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008520	000-164-537-10	SP	210	CH-SONAR RPTOS	LIMIT SWITCH X-10GW22-B FOR CH37	ELECTRONICA NAVAL	PIEZA		2	62.25752341920374707259953161592506	212.6717
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008522	006-558-700	SP	210	CH-SONAR RPTOS	UPPER LIMIT SWITCH ASSY 400MM FOR CH250	ELECTRONICA NAVAL	UNIDAD		3	102.0823477751756440281030444964871	348.7133
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008523	000-139-033	SP	210	RADIO_RPTOS_MICRO	MIKE FM2510/FS1501-FS1503/FM8500 (DM1996)	ELECTRONICA NAVAL	PIEZA		5	73.59868266978922716627634660421546	251.4131
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008524	000-150-016-11	SP	210	INTERCOM_RPTOS	MICROFONO DM2003F	ELECTRONICA NAVAL	PIEZA		7	110.0338407494145199063231850117096	375.8756
212-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008524	000-150-016-11	SP	212	INTERCOM_RPTOS	MICROFONO DM2003F	ELECTRONICA NAVAL	PIEZA		1	110.0338407494145199063231850117096	375.8756
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008526	000-142-932	SP	210	CH-SONAR RPTOS	MOTOR CS42 TILT 06S4228 CH250/CH500	ELECTRONICA NAVAL	PIEZA		2	56.47716627634660421545667447306792	192.926
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008548	006-561-860-00	SP	210	CH-SONAR RPTOS_PCB	PCB 06P0242/248 PWR/PCNT CH250	ELECTRONICA NAVAL	PIEZA		1	972.5029274004683840749414519906323	3322.07
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008549	006-561-910	SP	210	CH-SONAR RPTOS_PCB	PCB 06P0243C-55 DRV CH250	ELECTRONICA NAVAL	UNIDAD		1	1144.110070257611241217798594847775	3908.28
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008556	001-418-570-00	SP	210	CSH-SONAR RPTOS_PCB	PCB 10P7049A MAIN CSH5LMK2	ELECTRONICA NAVAL	PIEZA		1	3588.25087822014051522248243559719	12257.465
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008565	000-164-536-10	SP	210	CSH-SONAR RPTOS	LIMIT SWITCH CH5LBB HOIST	ELECTRONICA NAVAL	UNIDAD		9	43.22628805620608899297423887587822	147.661
212-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008565	000-164-536-10	SP	212	CSH-SONAR RPTOS	LIMIT SWITCH CH5LBB HOIST	ELECTRONICA NAVAL	UNIDAD		4	43.22628805620608899297423887587822	147.661
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008568	525T-BSD	SP	210	ECOSONDA_XDCR	XDCR 50/200 TH BRZ TMP 10-PIN FURUNO MOD. 525T-BSD	ELECTRONICA NAVAL	PIEZA		4	169.8320550351288056206088992974239	580.1463
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008569	000-802-966	SP	210	CSH-SONAR RPTOS	ZINC RING FOR MAIN SHAFT CSH5	ELECTRONICA NAVAL	PIEZA		1	208.1181791569086651053864168618267	710.9317
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008572	M-9	SP	210	SOPORTE	BULK HEAD MOUNTS MORAD MOD. M-9	ELECTRONICA NAVAL	UNIDAD		27	45.92857142857142857142857142857143	156.892
212-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008572	M-9	SP	212	SOPORTE	BULK HEAD MOUNTS MORAD MOD. M-9	ELECTRONICA NAVAL	UNIDAD		3	45.92857142857142857142857142857143	156.892
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008573	MG-4004	SP	210	MAGNETRON	MAGNETRON DE 4KW MOD. MG-4004	ELECTRONICA NAVAL	UNIDAD		4	545.2737119437939110070257611241218	1862.655
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008574	MG-4006	SP	210	MAGNETRON	MAGNETRON DE 6KW MOD. MG-4006	ELECTRONICA NAVAL	UNIDAD		2	574.28351873536299765807962529274	1961.7525
212-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008575	MG-4010	SP	212	MAGNETRON	MAGNETRON DE 10KW MOD. MG-4010	ELECTRONICA NAVAL	UNIDAD		1	614.4935597189695550351288056206089	2099.11
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008578	MG-5436	SP	210	MAGNETRON	MAGNETRON DE 25KW MOD. MG-5436	ELECTRONICA NAVAL	UNIDAD		2	1168.673477751756440281030444964871	3992.1886
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008579	VHF156-10DB	SP	210	ANTENA	ANTENA MORAD MOD. VHF156-10DB	ELECTRONICA NAVAL	PIEZA		5	840.1302693208430913348946135831382	2869.885
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008580	VHF-156HD	SP	210	ANTENA	ANTENA MORAD MOD. VHF-156HD	ELECTRONICA NAVAL	UNIDAD		4	209.6921252927400468384074941451991	716.3083
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008581	WH-28	SP	210	ANTENA	ANTENA MORAD MOD. WH-28	ELECTRONICA NAVAL	PIEZA		5	404.9758489461358313817330210772834	1383.3975
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008584	44-026-2-91	SP	210	SENSOR	WATER TEMP. SENSOR AIRMAR MOD. B17-S	ELECTRONICA NAVAL	SET		4	433.7776053864168618266978922716628	1481.7843
199-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008595	PA-40/30	SP	199	INTERCOM_RPTOS	BOCINA EXTERNA NEWMAR DE 40WATTS MOD.  PA-40/30	ELECTRONICA NAVAL	UNIDAD		1	87.1645199063231850117096018735363	297.754
212-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008595	PA-40/30	SP	212	INTERCOM_RPTOS	BOCINA EXTERNA NEWMAR DE 40WATTS MOD.  PA-40/30	ELECTRONICA NAVAL	UNIDAD		1	87.1645199063231850117096018735363	297.754
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008596	HB-740	SP	210	COMPAS	COMPAS MAGNETICO RITCHIE MOD. HB-740	ELECTRONICA NAVAL	UNIDAD		2	263.6762880562060889929742388758782	900.7182
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008610	24FA-24UFS	MP	210	FA01522	ADAPTER 1502-24-24	HIDRAULI. COMPONENTE	PIEZA		2	38.22745901639344262295081967213115	130.585
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008613	600-20-16C	MP	210	FA01334	ADAPTER 6901-20-16-NWO	HIDRAULI. COMPONENTE	PIEZA		3	11.56103629976580796252927400468384	39.4925
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008618	24M-20UFS	MP	210	FA01034	ADAPTER 1404-24-20	HIDRAULI. COMPONENTE	PIEZA		3	11.79838992974238875878220140515222	40.3033
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008626	16MA-20UFS	MP	210	FA01436	ADAPTER 1501-16-20	HIDRAULI. COMPONENTE	PIEZA		7	21.1770199063231850117096018735363	72.3407
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008631	12BCO-12UFS	MP	210	FA01136	ADAPTER 6900-12-12-O	HIDRAULI. COMPONENTE	PIEZA		1	2.719555035128805620608899297423888	9.29
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008636	16BCO-16UFS	MP	210	FA01144	ADAPTER 6900-16-16-O	HIDRAULI. COMPONENTE	PIEZA		3	11.2246194379391100702576112412178	38.3433
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008651	8MA-12UFS	MP	210	FA01420	ADAPTER 1501-08-12	HIDRAULI. COMPONENTE	PIEZA		2	5.065134660421545667447306791569087	17.3025
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008660	0502-12-12	MP	210	FP01412	ADAPTER 6405-12-12-O	HIDRAULI. COMPONENTE	PIEZA		4	7.850790398126463700234192037470726	26.8183
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008661	0502-16-12	MP	210	FP01415	ADAPTER 6405-16-12-O	HIDRAULI. COMPONENTE	PIEZA		3	6.218764637002341920374707259953162	21.2433
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008667	12BCO-8UFS	MP	210	FA01134	ADAPTER 6900-12-08-O	HIDRAULI. COMPONENTE	PIEZA		9	4.517593676814988290398126463700234	15.4321
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008668	0502-12-8	MP	210	FP01410	ADAPTER 6405-12-08-O	HIDRAULI. COMPONENTE	PIEZA		8	3.446545667447306791569086651053864	11.7734
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008687	600-20-20C	MP	210	FA01330	ADAPTER 6901-20-20-NWO	HIDRAULI. COMPONENTE	PIEZA		2	31.68714871194379391100702576112412	108.2433
210-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A18110008700	12MJ-12MP	MP	210	FG01184	ADAPTER 2404-12-12	HIDRAULI. COMPONENTE	PIEZA		3	2.645521077283372365339578454332553	9.0371
